year,month,region_code,acc_type,revenue,properties,rooms
2000,1,DR01,TOT,7582000.0,345,"14,092"
2000,2,DR01,TOT,10090000.0,374,"14,335"
2000,3,DR01,TOT,13198000.0,401,"14,819"
2000,4,DR01,TOT,15808000.0,423,"15,104"
2000,5,DR01,TOT,21442000.0,468,"15,606"
2000,6,DR01,TOT,26748000.0,506,"16,008"
2000,7,DR01,TOT,37878000.0,530,"16,892"
2000,8,DR01,TOT,41018000.0,529,"16,795"
2000,9,DR01,TOT,30981000.0,518,"16,482"
2000,10,DR01,TOT,17908000.0,446,"15,784"
2000,11,DR01,TOT,11037000.0,381,"14,893"
2000,12,DR01,TOT,9914000.0,404,"14,797"
2001,1,DR01,TOT,8699000.0,396,"14,789"
2001,2,DR01,TOT,10968000.0,397,"14,715"
2001,3,DR01,TOT,15862000.0,416,"15,109"
2001,4,DR01,TOT,16626000.0,440,"15,421"
2001,5,DR01,TOT,23160000.0,474,"15,717"
2001,6,DR01,TOT,29006000.0,529,"16,327"
2001,7,DR01,TOT,39538000.0,534,"16,391"
2001,8,DR01,TOT,44599000.0,531,"16,329"
2001,9,DR01,TOT,28346000.0,532,"16,405"
2001,10,DR01,TOT,17471000.0,434,"15,237"
2001,11,DR01,TOT,11478000.0,394,"14,781"
2001,12,DR01,TOT,10439000.0,410,"14,860"
2002,1,DR01,TOT,8839000.0,385,"14,667"
2002,2,DR01,TOT,12278000.0,396,"14,705"
2002,3,DR01,TOT,16400000.0,426,"15,134"
2002,4,DR01,TOT,17860000.0,438,"15,289"
2002,5,DR01,TOT,24598000.0,481,"15,685"
2002,6,DR01,TOT,29947000.0,528,"16,282"
2002,7,DR01,TOT,39378000.0,527,"16,208"
2002,8,DR01,TOT,45615000.0,526,"16,165"
2002,9,DR01,TOT,30498000.0,531,"16,295"
2002,10,DR01,TOT,18504000.0,418,"15,189"
2002,11,DR01,TOT,11791000.0,400,"14,639"
2002,12,DR01,TOT,11130000.0,401,"14,730"
2003,1,DR01,TOT,9449000.0,388,"14,663"
2003,2,DR01,TOT,12662000.0,389,"14,506"
2003,3,DR01,TOT,16504000.0,429,"15,235"
2003,4,DR01,TOT,18235000.0,430,"15,390"
2003,5,DR01,TOT,24277000.0,478,"15,830"
2003,6,DR01,TOT,28743000.0,535,"16,505"
2003,7,DR01,TOT,39345000.0,530,"16,521"
2003,8,DR01,TOT,46889000.0,533,"16,500"
2003,9,DR01,TOT,31296000.0,545,"16,713"
2003,10,DR01,TOT,19732000.0,427,"15,431"
2003,11,DR01,TOT,12638000.0,402,"15,102"
2003,12,DR01,TOT,11664000.0,425,"15,265"
2004,1,DR01,TOT,10790000.0,383,"14,820"
2004,2,DR01,TOT,13988000.0,395,"14,915"
2004,3,DR01,TOT,17112000.0,425,"15,150"
2004,4,DR01,TOT,19345000.0,427,"15,160"
2004,5,DR01,TOT,25368000.0,484,"15,954"
2004,6,DR01,TOT,31377000.0,549,"16,752"
2004,7,DR01,TOT,44190000.0,538,"16,720"
2004,8,DR01,TOT,49384000.0,552,"16,755"
2004,9,DR01,TOT,34905000.0,555,"16,960"
2004,10,DR01,TOT,20804000.0,450,"15,708"
2004,11,DR01,TOT,13250000.0,414,"15,104"
2004,12,DR01,TOT,13091000.0,439,"15,431"
2005,1,DR01,TOT,11115000.0,399,"14,873"
2005,2,DR01,TOT,14290000.0,403,"14,905"
2005,3,DR01,TOT,19444000.0,440,"15,465"
2005,4,DR01,TOT,21069000.0,435,"15,507"
2005,5,DR01,TOT,27455000.0,481,"16,112"
2005,6,DR01,TOT,33168000.0,542,"16,874"
2005,7,DR01,TOT,45580000.0,532,"16,855"
2005,8,DR01,TOT,51142000.0,543,"16,936"
2005,9,DR01,TOT,36088000.0,546,"17,045"
2005,10,DR01,TOT,19800000.0,454,"15,905"
2005,11,DR01,TOT,14863000.0,420,"15,361"
2005,12,DR01,TOT,14634000.0,430,"15,533"
2006,1,DR01,TOT,11845000.0,395,"15,043"
2006,2,DR01,TOT,15333000.0,404,"15,200"
2006,3,DR01,TOT,19696000.0,435,"15,500"
2006,4,DR01,TOT,21685000.0,442,"15,716"
2006,5,DR01,TOT,28983000.0,477,"16,191"
2006,6,DR01,TOT,35103000.0,546,"16,982"
2006,7,DR01,TOT,46721000.0,540,"16,857"
2006,8,DR01,TOT,52803000.0,538,"16,737"
2006,9,DR01,TOT,38090000.0,525,"16,920"
2006,10,DR01,TOT,22913000.0,441,"15,585"
2006,11,DR01,TOT,15490000.0,385,"14,907"
2006,12,DR01,TOT,15076000.0,414,"15,178"
2007,1,DR01,TOT,13152000.0,379,"14,846"
2007,2,DR01,TOT,16002000.0,394,"14,989"
2007,3,DR01,TOT,22027000.0,423,"15,285"
2007,4,DR01,TOT,23890000.0,425,"15,456"
2007,5,DR01,TOT,31667000.0,464,"15,987"
2007,6,DR01,TOT,38184000.0,530,"16,796"
2007,7,DR01,TOT,51985000.0,523,"16,846"
2007,8,DR01,TOT,56568000.0,523,"16,769"
2007,9,DR01,TOT,41861000.0,529,"16,918"
2007,10,DR01,TOT,24391000.0,444,"16,112"
2007,11,DR01,TOT,16504000.0,390,"15,199"
2007,12,DR01,TOT,15250000.0,423,"15,524"
2008,1,DR01,TOT,13530000.0,376,"15,005"
2008,2,DR01,TOT,16504000.0,397,"15,332"
2008,3,DR01,TOT,21548000.0,438,"15,892"
2008,4,DR01,TOT,22529000.0,432,"15,899"
2008,5,DR01,TOT,31009000.0,459,"16,191"
2008,6,DR01,TOT,38398000.0,527,"16,991"
2008,7,DR01,TOT,48078000.0,512,"16,807"
2008,8,DR01,TOT,55777000.0,509,"16,848"
2008,9,DR01,TOT,37954000.0,524,"17,135"
2008,10,DR01,TOT,23402000.0,431,"15,993"
2008,11,DR01,TOT,16118000.0,384,"15,357"
2008,12,DR01,TOT,14198000.0,402,"15,480"
2009,1,DR01,TOT,12006000.0,375,"15,129"
2009,2,DR01,TOT,15834000.0,371,"15,163"
2009,3,DR01,TOT,19097000.0,422,"15,807"
2009,4,DR01,TOT,20312000.0,416,"15,659"
2009,5,DR01,TOT,27625000.0,448,"16,125"
2009,6,DR01,TOT,31768000.0,507,"16,335"
2009,7,DR01,TOT,43993000.0,492,"16,191"
2009,8,DR01,TOT,49399000.0,499,"16,440"
2009,9,DR01,TOT,35941000.0,502,"16,577"
2009,10,DR01,TOT,21977000.0,406,"15,627"
2009,11,DR01,TOT,15374000.0,376,"14,624"
2009,12,DR01,TOT,14023000.0,393,"15,263"
2010,1,DR01,TOT,11820000.0,366,"15,032"
2010,2,DR01,TOT,14393000.0,368,"15,095"
2010,3,DR01,TOT,19415000.0,417,"15,705"
2010,4,DR01,TOT,20342000.0,412,"15,811"
2010,5,DR01,TOT,26539000.0,433,"16,022"
2010,6,DR01,TOT,32089000.0,499,"16,681"
2000,1,DR01,FL,,9,217
2000,2,DR01,FL,,9,217
2000,3,DR01,FL,253000.0,15,482
2000,4,DR01,FL,405000.0,18,501
2000,5,DR01,FL,564000.0,26,628
2000,6,DR01,FL,1208000.0,39,753
2000,7,DR01,FL,2187000.0,50,916
2000,8,DR01,FL,2195000.0,50,900
2000,9,DR01,FL,1322000.0,41,779
2000,10,DR01,FL,387000.0,16,513
2000,11,DR01,FL,,9,215
2000,12,DR01,FL,,13,252
2001,1,DR01,FL,173000.0,10,226
2001,2,DR01,FL,,9,220
2001,3,DR01,FL,297000.0,15,475
2001,4,DR01,FL,427000.0,16,492
2001,5,DR01,FL,759000.0,23,592
2001,6,DR01,FL,1333000.0,45,811
2001,7,DR01,FL,2179000.0,48,875
2001,8,DR01,FL,2466000.0,49,887
2001,9,DR01,FL,1222000.0,41,800
2001,10,DR01,FL,394000.0,13,354
2001,11,DR01,FL,,8,205
2001,12,DR01,FL,169000.0,10,213
2002,1,DR01,FL,,7,196
2002,2,DR01,FL,,7,196
2002,3,DR01,FL,344000.0,14,459
2002,4,DR01,FL,429000.0,16,492
2002,5,DR01,FL,859000.0,27,631
2002,6,DR01,FL,1521000.0,43,805
2002,7,DR01,FL,2084000.0,48,878
2002,8,DR01,FL,2335000.0,48,882
2002,9,DR01,FL,1306000.0,44,807
2002,10,DR01,FL,364000.0,15,392
2002,11,DR01,FL,,9,226
2002,12,DR01,FL,,9,207
2003,1,DR01,FL,151000.0,10,235
2003,2,DR01,FL,,9,221
2003,3,DR01,FL,341000.0,15,482
2003,4,DR01,FL,361000.0,15,483
2003,5,DR01,FL,858000.0,28,643
2003,6,DR01,FL,1599000.0,44,803
2003,7,DR01,FL,2274000.0,49,898
2003,8,DR01,FL,2670000.0,49,888
2003,9,DR01,FL,1556000.0,48,861
2003,10,DR01,FL,382000.0,15,399
2003,11,DR01,FL,,9,221
2003,12,DR01,FL,171000.0,10,215
2004,1,DR01,FL,,9,221
2004,2,DR01,FL,,8,205
2004,3,DR01,FL,246000.0,12,381
2004,4,DR01,FL,417000.0,15,488
2004,5,DR01,FL,1062000.0,25,618
2004,6,DR01,FL,1713000.0,49,880
2004,7,DR01,FL,2468000.0,50,887
2004,8,DR01,FL,2888000.0,52,910
2004,9,DR01,FL,1557000.0,46,843
2004,10,DR01,FL,428000.0,16,413
2004,11,DR01,FL,,7,185
2004,12,DR01,FL,,9,196
2005,1,DR01,FL,,8,201
2005,2,DR01,FL,,7,185
2005,3,DR01,FL,,9,283
2005,4,DR01,FL,423000.0,16,472
2005,5,DR01,FL,1120000.0,30,683
2005,6,DR01,FL,1864000.0,45,848
2005,7,DR01,FL,2573000.0,49,881
2005,8,DR01,FL,3186000.0,52,916
2005,9,DR01,FL,1700000.0,46,871
2005,10,DR01,FL,473000.0,17,395
2005,11,DR01,FL,,7,185
2005,12,DR01,FL,,8,191
2006,1,DR01,FL,,6,176
2006,2,DR01,FL,,6,173
2006,3,DR01,FL,,7,180
2006,4,DR01,FL,396000.0,14,446
2006,5,DR01,FL,1096000.0,27,646
2006,6,DR01,FL,1948000.0,45,857
2006,7,DR01,FL,2756000.0,49,880
2006,8,DR01,FL,3323000.0,52,917
2006,9,DR01,FL,1657000.0,45,852
2006,10,DR01,FL,523000.0,16,408
2006,11,DR01,FL,,7,276
2006,12,DR01,FL,,6,188
2007,1,DR01,FL,,6,179
2007,2,DR01,FL,,6,179
2007,3,DR01,FL,,6,188
2007,4,DR01,FL,511000.0,12,436
2007,5,DR01,FL,948000.0,22,551
2007,6,DR01,FL,2049000.0,41,821
2007,7,DR01,FL,2973000.0,50,913
2007,8,DR01,FL,3611000.0,53,931
2007,9,DR01,FL,1810000.0,44,853
2007,10,DR01,FL,624000.0,21,603
2007,11,DR01,FL,,9,355
2007,12,DR01,FL,,8,231
2008,1,DR01,FL,,6,204
2008,2,DR01,FL,,7,209
2008,3,DR01,FL,413000.0,10,373
2008,4,DR01,FL,423000.0,13,499
2008,5,DR01,FL,1162000.0,23,601
2008,6,DR01,FL,2037000.0,43,839
2008,7,DR01,FL,2641000.0,48,891
2008,8,DR01,FL,3443000.0,52,909
2008,9,DR01,FL,1630000.0,46,849
2008,10,DR01,FL,653000.0,18,444
2008,11,DR01,FL,,8,235
2008,12,DR01,FL,,8,226
2009,1,DR01,FL,,7,212
2009,2,DR01,FL,,8,218
2009,3,DR01,FL,277000.0,10,373
2009,4,DR01,FL,260000.0,10,362
2009,5,DR01,FL,900000.0,21,596
2009,6,DR01,FL,1360000.0,38,793
2009,7,DR01,FL,2065000.0,44,831
2009,8,DR01,FL,2825000.0,49,890
2009,9,DR01,FL,1465000.0,42,809
2009,10,DR01,FL,581000.0,16,408
2009,11,DR01,FL,,7,229
2009,12,DR01,FL,,6,204
2010,1,DR01,FL,,6,204
2010,2,DR01,FL,,7,210
2010,3,DR01,FL,282000.0,11,391
2010,4,DR01,FL,607000.0,13,472
2010,5,DR01,FL,1139000.0,22,598
2010,6,DR01,FL,1517000.0,37,779
2000,1,DR01,HO,5088000.0,126,"8,086"
2000,2,DR01,HO,6969000.0,126,"8,058"
2000,3,DR01,HO,8796000.0,129,"8,139"
2000,4,DR01,HO,10723000.0,132,"8,164"
2000,5,DR01,HO,14657000.0,130,"8,197"
2000,6,DR01,HO,17751000.0,132,"8,316"
2000,7,DR01,HO,23100000.0,138,"8,633"
2000,8,DR01,HO,24803000.0,136,"8,459"
2000,9,DR01,HO,20091000.0,134,"8,415"
2000,10,DR01,HO,12041000.0,137,"8,480"
2000,11,DR01,HO,7301000.0,133,"8,395"
2000,12,DR01,HO,6426000.0,132,"8,391"
2001,1,DR01,HO,5771000.0,130,"8,395"
2001,2,DR01,HO,7426000.0,131,"8,284"
2001,3,DR01,HO,10663000.0,131,"8,270"
2001,4,DR01,HO,10882000.0,133,"8,279"
2001,5,DR01,HO,14953000.0,132,"8,278"
2001,6,DR01,HO,18514000.0,135,"8,403"
2001,7,DR01,HO,23608000.0,134,"8,440"
2001,8,DR01,HO,26737000.0,133,"8,346"
2001,9,DR01,HO,17163000.0,132,"8,366"
2001,10,DR01,HO,11500000.0,132,"8,291"
2001,11,DR01,HO,7600000.0,129,"8,277"
2001,12,DR01,HO,6519000.0,131,"8,223"
2002,1,DR01,HO,5625000.0,126,"8,194"
2002,2,DR01,HO,8237000.0,128,"8,156"
2002,3,DR01,HO,10552000.0,129,"8,154"
2002,4,DR01,HO,11972000.0,133,"8,167"
2002,5,DR01,HO,16482000.0,134,"8,258"
2002,6,DR01,HO,19269000.0,139,"8,367"
2002,7,DR01,HO,23318000.0,133,"8,229"
2002,8,DR01,HO,27245000.0,132,"8,155"
2002,9,DR01,HO,18927000.0,134,"8,221"
2002,10,DR01,HO,11955000.0,133,"8,229"
2002,11,DR01,HO,7772000.0,128,"8,080"
2002,12,DR01,HO,6979000.0,130,"8,261"
2003,1,DR01,HO,5906000.0,126,"8,161"
2003,2,DR01,HO,8163000.0,125,"7,952"
2003,3,DR01,HO,10457000.0,126,"8,003"
2003,4,DR01,HO,11920000.0,130,"8,140"
2003,5,DR01,HO,15658000.0,130,"8,199"
2003,6,DR01,HO,17437000.0,138,"8,403"
2003,7,DR01,HO,22074000.0,135,"8,409"
2003,8,DR01,HO,26544000.0,133,"8,298"
2003,9,DR01,HO,18905000.0,134,"8,344"
2003,10,DR01,HO,12975000.0,129,"8,247"
2003,11,DR01,HO,8366000.0,129,"8,236"
2003,12,DR01,HO,6938000.0,130,"8,297"
2004,1,DR01,HO,7224000.0,126,"8,187"
2004,2,DR01,HO,9291000.0,126,"8,144"
2004,3,DR01,HO,11271000.0,124,"8,011"
2004,4,DR01,HO,12776000.0,129,"8,053"
2004,5,DR01,HO,16488000.0,135,"8,499"
2004,6,DR01,HO,19176000.0,138,"8,568"
2004,7,DR01,HO,25180000.0,136,"8,612"
2004,8,DR01,HO,27635000.0,135,"8,533"
2004,9,DR01,HO,20940000.0,137,"8,583"
2004,10,DR01,HO,13500000.0,133,"8,522"
2004,11,DR01,HO,8663000.0,131,"8,427"
2004,12,DR01,HO,7989000.0,132,"8,470"
2005,1,DR01,HO,7312000.0,125,"8,257"
2005,2,DR01,HO,9550000.0,126,"8,231"
2005,3,DR01,HO,12771000.0,131,"8,436"
2005,4,DR01,HO,14196000.0,127,"8,300"
2005,5,DR01,HO,17593000.0,131,"8,448"
2005,6,DR01,HO,19990000.0,135,"8,586"
2005,7,DR01,HO,25389000.0,136,"8,773"
2005,8,DR01,HO,29063000.0,135,"8,674"
2005,9,DR01,HO,22026000.0,136,"8,609"
2005,10,DR01,HO,12731000.0,134,"8,633"
2005,11,DR01,HO,9996000.0,131,"8,537"
2005,12,DR01,HO,9626000.0,130,"8,523"
2006,1,DR01,HO,7809000.0,128,"8,511"
2006,2,DR01,HO,10308000.0,129,"8,481"
2006,3,DR01,HO,13024000.0,129,"8,471"
2006,4,DR01,HO,14369000.0,129,"8,488"
2006,5,DR01,HO,19016000.0,133,"8,629"
2006,6,DR01,HO,22033000.0,137,"8,753"
2006,7,DR01,HO,25726000.0,138,"8,757"
2006,8,DR01,HO,29494000.0,135,"8,643"
2006,9,DR01,HO,23132000.0,135,"8,663"
2006,10,DR01,HO,14954000.0,131,"8,487"
2006,11,DR01,HO,10485000.0,126,"8,339"
2006,12,DR01,HO,9411000.0,125,"8,288"
2007,1,DR01,HO,8622000.0,122,"8,352"
2007,2,DR01,HO,10702000.0,125,"8,336"
2007,3,DR01,HO,14652000.0,127,"8,299"
2007,4,DR01,HO,15894000.0,127,"8,317"
2007,5,DR01,HO,20872000.0,133,"8,545"
2007,6,DR01,HO,22700000.0,136,"8,624"
2007,7,DR01,HO,29160000.0,135,"8,663"
2007,8,DR01,HO,31713000.0,133,"8,580"
2007,9,DR01,HO,24918000.0,137,"8,553"
2007,10,DR01,HO,15295000.0,128,"8,452"
2007,11,DR01,HO,10682000.0,126,"8,430"
2007,12,DR01,HO,9207000.0,127,"8,448"
2008,1,DR01,HO,8779000.0,122,"8,373"
2008,2,DR01,HO,11134000.0,129,"8,605"
2008,3,DR01,HO,13922000.0,131,"8,590"
2008,4,DR01,HO,15345000.0,130,"8,561"
2008,5,DR01,HO,20500000.0,133,"8,725"
2008,6,DR01,HO,23628000.0,136,"8,728"
2008,7,DR01,HO,26877000.0,131,"8,722"
2008,8,DR01,HO,31523000.0,133,"8,779"
2008,9,DR01,HO,22656000.0,135,"8,728"
2008,10,DR01,HO,14911000.0,127,"8,583"
2008,11,DR01,HO,10651000.0,128,"8,653"
2008,12,DR01,HO,8875000.0,127,"8,519"
2009,1,DR01,HO,7950000.0,125,"8,511"
2009,2,DR01,HO,11222000.0,126,"8,518"
2009,3,DR01,HO,12921000.0,127,"8,520"
2009,4,DR01,HO,13853000.0,125,"8,476"
2009,5,DR01,HO,18700000.0,132,"8,876"
2009,6,DR01,HO,19682000.0,128,"8,531"
2009,7,DR01,HO,25867000.0,127,"8,606"
2009,8,DR01,HO,28100000.0,130,"8,712"
2009,9,DR01,HO,21889000.0,130,"8,615"
2009,10,DR01,HO,14306000.0,124,"8,516"
2009,11,DR01,HO,10659000.0,125,"8,642"
2009,12,DR01,HO,8916000.0,123,"8,456"
2010,1,DR01,HO,7916000.0,121,"8,450"
2010,2,DR01,HO,9783000.0,124,"8,567"
2010,3,DR01,HO,13407000.0,123,"8,430"
2010,4,DR01,HO,13680000.0,120,"8,353"
2010,5,DR01,HO,17522000.0,125,"8,575"
2010,6,DR01,HO,20276000.0,127,"8,513"
2000,1,DR01,H1,,2,785
2000,2,DR01,H1,,2,785
2000,3,DR01,H1,,2,785
2000,4,DR01,H1,,2,785
2000,5,DR01,H1,,2,785
2000,6,DR01,H1,,2,785
2000,7,DR01,H1,,2,785
2000,8,DR01,H1,,2,785
2000,9,DR01,H1,,2,785
2000,10,DR01,H1,,2,785
2000,11,DR01,H1,,2,785
2000,12,DR01,H1,,2,785
2001,1,DR01,H1,,2,785
2001,2,DR01,H1,,2,781
2001,3,DR01,H1,,2,781
2001,4,DR01,H1,,2,781
2001,5,DR01,H1,,2,781
2001,6,DR01,H1,,2,781
2001,7,DR01,H1,,2,781
2001,8,DR01,H1,,2,781
2001,9,DR01,H1,,2,781
2001,10,DR01,H1,,2,781
2001,11,DR01,H1,,2,781
2001,12,DR01,H1,,2,781
2002,1,DR01,H1,,2,781
2002,2,DR01,H1,,2,781
2002,3,DR01,H1,,2,781
2002,4,DR01,H1,,2,781
2002,5,DR01,H1,,2,781
2002,6,DR01,H1,,2,781
2002,7,DR01,H1,,2,781
2002,8,DR01,H1,,2,781
2002,9,DR01,H1,,2,781
2002,10,DR01,H1,,2,781
2002,11,DR01,H1,,2,781
2002,12,DR01,H1,,2,781
2003,1,DR01,H1,,2,781
2003,2,DR01,H1,,2,781
2003,3,DR01,H1,,2,781
2003,4,DR01,H1,,2,781
2003,5,DR01,H1,,2,781
2003,6,DR01,H1,,2,781
2003,7,DR01,H1,,2,781
2003,8,DR01,H1,,2,781
2003,9,DR01,H1,,2,781
2003,10,DR01,H1,,2,781
2003,11,DR01,H1,,2,781
2003,12,DR01,H1,,2,781
2004,1,DR01,H1,,2,781
2004,2,DR01,H1,,2,781
2004,3,DR01,H1,,2,781
2004,4,DR01,H1,,2,781
2004,5,DR01,H1,,2,781
2004,6,DR01,H1,,2,781
2004,7,DR01,H1,,2,781
2004,8,DR01,H1,,2,781
2004,9,DR01,H1,,2,781
2004,10,DR01,H1,,2,781
2004,11,DR01,H1,,2,781
2004,12,DR01,H1,,2,781
2005,1,DR01,H1,,2,781
2005,2,DR01,H1,,2,781
2005,3,DR01,H1,,2,781
2005,4,DR01,H1,,2,781
2005,5,DR01,H1,,2,781
2005,6,DR01,H1,,2,781
2005,7,DR01,H1,,2,781
2005,8,DR01,H1,,2,781
2005,9,DR01,H1,,2,781
2005,10,DR01,H1,,2,781
2005,11,DR01,H1,,2,781
2005,12,DR01,H1,,2,781
2006,1,DR01,H1,,2,781
2006,2,DR01,H1,,2,781
2006,3,DR01,H1,,2,781
2006,4,DR01,H1,,2,781
2006,5,DR01,H1,,2,781
2006,6,DR01,H1,,2,781
2006,7,DR01,H1,,2,781
2006,8,DR01,H1,,2,781
2006,9,DR01,H1,,2,781
2006,10,DR01,H1,,2,781
2006,11,DR01,H1,,2,781
2006,12,DR01,H1,,2,781
2007,1,DR01,H1,,2,781
2007,2,DR01,H1,,2,781
2007,3,DR01,H1,,2,781
2007,4,DR01,H1,,2,781
2007,5,DR01,H1,,2,781
2007,6,DR01,H1,,2,781
2007,7,DR01,H1,,2,781
2007,8,DR01,H1,,2,781
2007,9,DR01,H1,,2,781
2007,10,DR01,H1,,2,781
2007,11,DR01,H1,,2,781
2007,12,DR01,H1,,2,781
2008,1,DR01,H1,,2,781
2008,2,DR01,H1,,2,781
2008,3,DR01,H1,,2,781
2008,4,DR01,H1,,2,781
2008,5,DR01,H1,,2,781
2008,6,DR01,H1,,2,781
2008,7,DR01,H1,,2,781
2008,8,DR01,H1,,2,781
2008,9,DR01,H1,,2,781
2008,10,DR01,H1,,2,781
2008,11,DR01,H1,,2,781
2008,12,DR01,H1,,2,781
2009,1,DR01,H1,,2,781
2009,2,DR01,H1,,2,781
2009,3,DR01,H1,,2,781
2009,4,DR01,H1,,2,781
2009,5,DR01,H1,,2,781
2009,6,DR01,H1,,2,781
2009,7,DR01,H1,,2,781
2009,8,DR01,H1,,2,781
2009,9,DR01,H1,,2,781
2009,10,DR01,H1,,2,781
2009,11,DR01,H1,,2,781
2009,12,DR01,H1,,2,781
2010,1,DR01,H1,,2,781
2010,2,DR01,H1,,2,781
2010,3,DR01,H1,,2,781
2010,4,DR01,H1,,2,781
2010,5,DR01,H1,,2,781
2010,6,DR01,H1,,2,781
2000,1,DR01,H2,,8,"1,491"
2000,2,DR01,H2,,8,"1,491"
2000,3,DR01,H2,,8,"1,491"
2000,4,DR01,H2,,8,"1,491"
2000,5,DR01,H2,,8,"1,491"
2000,6,DR01,H2,,8,"1,491"
2000,7,DR01,H2,,8,"1,491"
2000,8,DR01,H2,,8,"1,491"
2000,9,DR01,H2,,8,"1,491"
2000,10,DR01,H2,,8,"1,491"
2000,11,DR01,H2,,8,"1,491"
2000,12,DR01,H2,,8,"1,491"
2001,1,DR01,H2,,8,"1,491"
2001,2,DR01,H2,,8,"1,491"
2001,3,DR01,H2,,8,"1,491"
2001,4,DR01,H2,,8,"1,491"
2001,5,DR01,H2,,8,"1,491"
2001,6,DR01,H2,,8,"1,491"
2001,7,DR01,H2,,8,"1,491"
2001,8,DR01,H2,,8,"1,491"
2001,9,DR01,H2,,8,"1,491"
2001,10,DR01,H2,,8,"1,491"
2001,11,DR01,H2,,8,"1,491"
2001,12,DR01,H2,,8,"1,491"
2002,1,DR01,H2,,8,"1,491"
2002,2,DR01,H2,,8,"1,491"
2002,3,DR01,H2,,8,"1,491"
2002,4,DR01,H2,,8,"1,491"
2002,5,DR01,H2,,8,"1,491"
2002,6,DR01,H2,,8,"1,491"
2002,7,DR01,H2,,8,"1,491"
2002,8,DR01,H2,,8,"1,491"
2002,9,DR01,H2,,8,"1,491"
2002,10,DR01,H2,,8,"1,491"
2002,11,DR01,H2,,8,"1,491"
2002,12,DR01,H2,,8,"1,491"
2003,1,DR01,H2,,8,"1,491"
2003,2,DR01,H2,,8,"1,491"
2003,3,DR01,H2,,8,"1,491"
2003,4,DR01,H2,,8,"1,491"
2003,5,DR01,H2,,8,"1,491"
2003,6,DR01,H2,,8,"1,491"
2003,7,DR01,H2,,8,"1,491"
2003,8,DR01,H2,,8,"1,491"
2003,9,DR01,H2,,8,"1,491"
2003,10,DR01,H2,,8,"1,491"
2003,11,DR01,H2,,8,"1,491"
2003,12,DR01,H2,,8,"1,491"
2004,1,DR01,H2,,8,"1,491"
2004,2,DR01,H2,,8,"1,491"
2004,3,DR01,H2,,8,"1,491"
2004,4,DR01,H2,,8,"1,491"
2004,5,DR01,H2,,9,"1,727"
2004,6,DR01,H2,,9,"1,727"
2004,7,DR01,H2,,9,"1,727"
2004,8,DR01,H2,,9,"1,727"
2004,9,DR01,H2,,9,"1,727"
2004,10,DR01,H2,,9,"1,727"
2004,11,DR01,H2,,9,"1,727"
2004,12,DR01,H2,,9,"1,727"
2005,1,DR01,H2,,9,"1,727"
2005,2,DR01,H2,,9,"1,727"
2005,3,DR01,H2,,10,"1,883"
2005,4,DR01,H2,,10,"1,883"
2005,5,DR01,H2,,10,"1,883"
2005,6,DR01,H2,,10,"1,883"
2005,7,DR01,H2,,10,"1,883"
2005,8,DR01,H2,,10,"1,883"
2005,9,DR01,H2,,10,"1,883"
2005,10,DR01,H2,,10,"1,883"
2005,11,DR01,H2,,10,"1,883"
2005,12,DR01,H2,,10,"1,883"
2006,1,DR01,H2,,10,"1,883"
2006,2,DR01,H2,,10,"1,883"
2006,3,DR01,H2,,10,"1,883"
2006,4,DR01,H2,,10,"1,883"
2006,5,DR01,H2,,10,"1,883"
2006,6,DR01,H2,,10,"1,883"
2006,7,DR01,H2,,10,"1,883"
2006,8,DR01,H2,,10,"1,883"
2006,9,DR01,H2,,10,"1,883"
2006,10,DR01,H2,,10,"1,883"
2006,11,DR01,H2,,10,"1,883"
2006,12,DR01,H2,,10,"1,883"
2007,1,DR01,H2,,10,"1,883"
2007,2,DR01,H2,,10,"1,883"
2007,3,DR01,H2,,10,"1,883"
2007,4,DR01,H2,,10,"1,883"
2007,5,DR01,H2,,10,"1,883"
2007,6,DR01,H2,,10,"1,883"
2007,7,DR01,H2,,10,"1,883"
2007,8,DR01,H2,,10,"1,883"
2007,9,DR01,H2,,10,"1,883"
2007,10,DR01,H2,,10,"1,883"
2007,11,DR01,H2,,10,"1,883"
2007,12,DR01,H2,,10,"1,883"
2008,1,DR01,H2,,10,"1,883"
2008,2,DR01,H2,,10,"1,883"
2008,3,DR01,H2,,10,"1,883"
2008,4,DR01,H2,,10,"1,883"
2008,5,DR01,H2,,10,"1,883"
2008,6,DR01,H2,,10,"1,883"
2008,7,DR01,H2,,10,"1,883"
2008,8,DR01,H2,,10,"1,883"
2008,9,DR01,H2,,10,"1,883"
2008,10,DR01,H2,,10,"1,883"
2008,11,DR01,H2,,10,"1,883"
2008,12,DR01,H2,,10,"1,883"
2009,1,DR01,H2,,10,"1,883"
2009,2,DR01,H2,,10,"1,883"
2009,3,DR01,H2,,10,"1,883"
2009,4,DR01,H2,,10,"1,883"
2009,5,DR01,H2,,10,"1,883"
2009,6,DR01,H2,,10,"1,883"
2009,7,DR01,H2,,10,"1,883"
2009,8,DR01,H2,,10,"1,883"
2009,9,DR01,H2,,10,"1,883"
2009,10,DR01,H2,,10,"1,883"
2009,11,DR01,H2,,10,"1,883"
2009,12,DR01,H2,,10,"1,883"
2010,1,DR01,H2,,10,"1,883"
2010,2,DR01,H2,,10,"1,883"
2010,3,DR01,H2,,10,"1,883"
2010,4,DR01,H2,,10,"1,883"
2010,5,DR01,H2,,10,"1,883"
